"","HB1","HB4","HB9","HB10","HB12","HB13","HB16","HB17","HB19","HB20","HB23","HB25","HB26","HB28","HB29","HB31","HB34","HB35","HB39","HB41","HB44","HB51","HB59","HB61","HB63","HB67","HB71","HB75","HB77","HB79","SB1","SB3","SB4","SB7","SB8","SB11","SB12","SB16","SB20","SB22","SB24","SB28","SB31","SB32","SB35","SB36","SB38","SB39","SB42","SB45","SB48","SB49","SB52"
"hsa_miR_126_5p",11.4328243601251,12.2959946300208,11.3973282687096,11.7972724958905,10.8978941977401,10.1252862603248,11.9092393934311,11.4707067023556,11.4211256803185,10.8859163772925,12.4220138457838,11.5208215519443,12.2713774964034,12.5544253273208,11.70474260382,10.9714905110433,12.2425502764407,10.8110197183749,11.4060345978417,11.7095338392828,11.8746488815891,11.6565299200023,11.8286452238181,11.8499332724694,11.2280383806778,12.3052719650586,10.2852155562277,10.4400678157243,12.274273790271,12.9729514709423,11.5385801429162,11.9079178123713,11.6225698201371,11.8330335565348,11.1151702059359,12.7060579284075,12.6190415259907,11.0621283219073,11.5839342250034,11.8898703395305,11.9134296610111,12.0358092430725,11.3465207020331,11.1958259490005,11.1866527985621,12.4145511915383,11.4157407474135,11.9033674667269,11.212758775535,11.5552290008055,11.8193660654364,10.8897866247503,10.3120515715844
"hsa_miR_128_3p",7.55282118713445,8.27236818147802,7.75987833939312,8.35591311399618,8.23379827744022,7.47994116361119,7.36869426101243,7.43902397716108,7.88870400067383,7.39745266356919,7.81921345652711,4.5884272901836,8.14720511223296,4.5884272901836,4.65409529963272,7.9854089859189,4.65409529963273,7.52209442591545,4.5884272901836,8.0908285882135,4.5884272901836,4.5884272901836,4.5884272901836,8.2104540822064,7.01524979924066,8.17655541929988,6.57476362050684,7.89841660566624,8.33205631740913,4.5884272901836,6.11821697093945,6.28642517141053,6.11821697093945,6.28642517141053,6.11821697093945,6.28642517141053,9.88652880356553,9.36257866645739,9.19586644337008,9.38761775568246,6.11821697093945,8.73940883226881,6.28642517141053,6.11821697093945,6.28642517141053,6.11821697093945,6.28642517141053,6.11821697093945,6.11821697093945,6.11821697093945,6.28642517141053,8.98001515921656,6.11821697093945
"hsa_miR_1307_3p",8.22496856584726,6.06681813082426,8.75462336176279,9.62597852878663,6.05902287223389,8.74226569212357,6.05902287223389,9.38259650818527,6.05902287223389,6.06681813082426,6.06681813082426,6.05902287223389,9.95111549493858,9.81127581710605,6.06681813082426,9.52729618074775,9.88797977034881,8.69167635120209,9.64997227847541,6.05902287223389,10.0459047329019,6.05902287223389,6.05902287223389,6.05902287223389,9.05090896844455,9.72245415694326,8.53989173830287,8.84995914707569,10.0372634811224,10.2487022422876,9.31615380997049,10.0389103949921,8.96693795788521,7.62250054276059,8.09974046910594,8.8711282739535,8.35752844945693,9.21800636866823,9.24994240690189,8.41069486670521,8.70731409802335,9.04983784236503,3.47053047040769,8.58499397694506,8.07314370354644,8.43853776059773,8.02185131133128,3.45357951829142,7.7305078909351,8.52265320785464,8.75150761282466,8.9316888497656,6.56749941419021
"hsa_miR_140_3p",7.42418630053223,7.53317524236307,7.77564902206464,8.04452161769393,8.24749525519239,7.3059869594804,8.13569144597047,8.01135519884854,8.20568759847006,7.7547546473331,8.50204870091755,8.41193677748038,7.96800051402014,8.51743328471927,8.13843307362269,8.90150843411883,8.87044637159637,7.99207872577563,8.13019309038012,7.94079888835865,8.01793330635015,8.2809336947316,8.6034191645294,8.08412282373189,8.22076127407406,8.51705602589033,7.70517269217316,7.90165855243133,8.18815865049301,8.86277280757616,8.11167562425493,7.92170030136512,8.11167562425493,7.92170030136512,8.11167562425493,7.92170030136512,8.11167562425493,8.11167562425493,8.11167562425493,7.92170030136512,8.11167562425493,8.11167562425493,7.92170030136512,8.11167562425493,7.92170030136512,8.11167562425493,7.92170030136512,8.11167562425493,8.11167562425493,8.11167562425493,7.92170030136511,8.11167562425493,8.11167562425493
"hsa_miR_142_3p",11.3091162249476,11.8936582635967,12.6537842412083,12.587439197219,12.9032310865925,11.5910888040308,12.0373477073655,12.1299887038989,12.1345759192834,11.8510348691341,12.7444483001911,12.7020382164652,13.6036229165389,13.4883130671344,13.1413634643561,12.5492152230612,12.66293597606,12.1669566281698,12.3403447030177,11.7172337653944,13.9067996014359,12.2743330984326,13.0483852938024,12.9204468752229,12.9491438849968,13.0145698816724,12.3680543636541,11.9552515939891,11.8969982894656,12.5528717227647,13.3007642877563,8.85585180410699,12.7947300606833,12.7274329443584,12.7385237214505,12.2394725079976,12.4337143897344,12.090764349051,12.5787574513074,12.0746291266069,12.9804227334643,13.1330864482205,12.3219429577366,13.0688627385987,12.912105644188,12.9419562498608,13.107594271881,12.4482849189438,12.9202285180693,13.3467318149909,12.3330046636034,12.6567205309472,12.5579605116634
"hsa_miR_142_5p",8.69334175457733,10.0481044998761,9.90288670002879,10.2021204944488,10.796982822716,8.80327130538454,10.0260802281355,9.8662895505661,10.542045671281,10.5626055834747,10.2434916907621,10.0344895652413,10.588239626786,10.6780850563475,9.60001968367667,10.2665290746545,9.84295442828017,9.71440843759256,7.9698262328616,9.51551442611982,9.95798171548679,10.2219994142085,10.1328135960193,10.2928760254126,10.1696701722133,10.5255797999027,9.40850050461393,9.31772452410278,10.1919421305575,10.608748343333,10.1190561931073,7.10649696379795,9.8958400188202,10.2853619297567,9.57136645940543,10.6623639849508,9.89497679747502,9.68207290265371,9.6055430932361,10.1862825910817,10.3323334269694,10.266428541848,10.0974609288329,9.91275623427596,10.192139288364,10.0615898783811,10.5907110150771,7.07371984083354,10.7341836441374,10.6120279099071,10.7552192228555,10.0377921602798,10.1217777006001
"hsa_miR_143_3p",9.37574210550663,10.0325556005868,10.5062230427526,11.3644753768554,12.6585048412167,9.30028454574025,10.5219643645599,10.9972817974449,10.451458981167,9.80998411123577,10.8388472181853,11.2232691337926,11.5816622166757,10.8175418038961,11.6778295056108,12.6619289186775,11.1037177572248,10.6125296043772,11.478024062827,10.8455656440708,12.6619172443917,11.1197905024669,12.2562383443625,11.2670811375592,11.3325556347159,11.4900403553431,11.9089321950072,10.8594516531167,10.53246474343,11.1921865499029,9.80572772561679,10.2928121716231,10.7277478283692,11.3656769684123,11.3557242539497,11.7897241703964,11.6832038941644,11.2946125514629,9.7905372519102,9.87521813809374,11.2192821169326,10.7085994595177,11.2763371268934,11.7057691659043,10.7946214632501,11.491820474919,11.9258542229164,10.5395552425816,10.2229615674089,11.4954988611744,10.9884335649193,11.0258835252505,9.61586247550693
"hsa_miR_144_3p",8.16236704369015,7.56410161813027,8.57843387790881,4.07171238721686,7.88735996565093,7.80840346755831,7.94612783456262,8.16318141106099,9.20045353429285,9.08201404704356,8.58255288840824,9.27266768773347,8.03235057088994,8.10581248963566,7.67199713313299,8.07900316641124,8.4764331991199,8.54298002851436,7.50133162175741,8.44673879982801,4.0689053639714,8.60745188860173,8.65131503178022,8.12203098581535,6.98304833056256,8.66126906987926,7.17416850187552,8.4783375600495,8.29522221254132,4.0689053639714,6.83650644267179,6.8392906067687,6.83650644267179,6.8392906067687,6.83650644267179,6.8392906067687,6.83650644267179,6.83650644267179,8.53215460424208,9.45736371733788,6.83650644267179,9.25058200974297,6.8392906067687,9.55458314593718,10.705870821898,6.83650644267179,6.8392906067687,6.83650644267179,10.5125995595499,9.19500317985833,6.83929060676869,6.83650644267179,9.9719528533407
"hsa_miR_146a_5p",7.77547173420765,9.1512581597478,8.0093822574718,10.0723501874177,8.86789401782178,8.8162487605603,8.15619035261307,8.73047404808604,9.10111107753096,8.2455464336554,8.75937468887818,8.36499361692061,10.7278046210864,10.840282372051,9.29717760793356,8.52383672290982,8.86569123944525,8.29725849226372,8.30431014354927,8.27264685534388,10.1227276872509,8.66903338816312,8.52374754702933,9.30862637419384,9.09774809076138,9.95126299329899,7.88988200882531,7.42453294744694,9.95159412969321,10.3617406158936,8.57556689392499,8.59090125775224,8.57556689392499,8.59090125775224,8.57556689392499,8.59090125775224,8.57556689392499,8.57556689392499,10.4623436884977,8.59090125775224,8.57556689392499,11.280776584483,8.59090125775224,8.57556689392499,8.59090125775224,8.57556689392499,8.59090125775224,8.57556689392499,8.57556689392499,11.3484672224279,8.59090125775223,11.034621707568,8.57556689392499
"hsa_miR_146b_5p",6.89796905899181,4.45377731016874,6.95942930709448,7.85751487738593,4.41620495355038,6.15822508636885,4.41620495355038,7.82891969070372,7.61254078315096,6.42368346129105,7.8007633636886,4.41620495355038,8.21522812061806,8.60832265461237,8.36674273298472,7.58195956122857,7.82442109082087,6.7224353553826,4.41620495355038,7.63658355438773,8.20856766110351,8.04448899669803,4.41620495355038,8.07859543227295,7.82645224006833,8.14630734295675,7.40950366856947,6.17180279641297,7.80746637013287,8.64267861191904,6.93698769091431,7.18631222955225,6.93698769091431,7.18631222955225,6.93698769091431,7.18631222955225,6.93698769091431,6.93698769091431,6.93698769091431,7.18631222955225,6.93698769091431,6.93698769091431,7.18631222955225,6.93698769091431,7.18631222955225,6.93698769091431,7.18631222955225,6.93698769091431,6.93698769091431,6.93698769091431,7.18631222955224,6.9369876909143,6.93698769091431
