"","HB01","HB04","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HB48","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"P40818",14.1798443293497,13.2390094554855,15.1945943991135,16.1192478197638,14.2834329648688,14.676317022224,12.027749306158,14.9629906693892,15.179089537567,15.4241436697124,13.5192238477379,15.3567133180749,15.9030777684243,15.5193729910847,15.5519644905432,15.4126926155417,16.0509157648029,15.4049276164951,15.2048734873356,15.7465670825151,14.954491856206,15.7717537728557,14.151393919522,11.8020390075415,16.1007889881687,12.8881413769619,14.0875032195019,14.0816339822112,13.6475138108508,16.7455816402973,13.5762011703904,15.3391868518998,15.4814481995215,15.6561875789281,13.3074636563906,13.8532089362968,15.2751539876823,15.0866262702927,12.9290130655275,14.0617189712005,14.9920266172168,15.5345473621731,14.7999003036506,15.6954153225794,15.1178627738819,14.4781054042281,14.3908196455874
"P40855",13.5351985398501,14.3605780760698,15.8122513420622,15.1138953858765,12.846006403081,16.3971344221827,14.4764223422763,15.3012912643253,14.4240295197738,10.9926671485918,9.31014886789901,16.2371725187214,9.81764506010558,14.4120154395052,9.72529111927262,15.2383699183723,15.5029808514464,12.1928973877199,14.7564120567626,10.3701037732572,6.09584777450454,11.9373226102112,13.5451355228229,15.3617634140625,14.7680938213877,11.4620769854567,11.743986241012,17.595390775237,15.2209927792317,12.1828755443433,15.127376926826,11.0041032294679,13.8898919143453,13.7368993902103,13.2476030525285,14.1564492455793,13.2263260545136,13.4545125707989,14.7478591863531,13.6603236530217,13.9289297902854,13.8202255555746,13.8533260267737,11.5687525258083,14.1227444425285,13.6871709345991,11.5191339591694
"P40925",14.3157643698624,15.5958571337688,14.4912023304894,14.7057159327691,15.2410529587239,15.0008273655847,15.7612033006486,14.237280843254,15.6396776769993,13.5442120469676,13.8262399439291,14.2425801440478,13.0506206589568,15.2121821976733,14.6655974321742,15.3707354133926,14.8045156713422,14.926962819992,13.2296012808525,13.6694868530064,15.8744603908175,14.4039501064239,14.2706232687095,13.8154695413195,13.6599045675452,13.5116903362563,14.1361856431009,14.1886609632279,13.3840272455738,12.0996419696888,12.9391688475595,13.2510049328089,15.1657718891366,14.6404791222537,14.3110195998598,13.5161049222523,14.3289091673179,14.528751381323,14.4353064319362,14.3705597415022,12.8806234855217,14.1205753949632,14.8023985371746,13.4980789585199,14.2790147883857,14.3610518481188,14.4081378442464
"P40926",13.8583219284396,13.8866607457114,13.9169061016088,12.1591194932665,15.2703801759244,13.6793124631139,15.3542097369707,15.443122340077,14.7255869593505,15.7631604968639,15.7831209172931,12.0828159664768,14.7863953160375,15.3969514265246,14.7881887183612,14.4405821547107,14.7285455849322,14.4461913041593,14.6313604919409,15.2143358748185,15.0178799154237,13.8221627360026,15.3642874653621,15.0234734959309,14.7401165642528,14.8261516520126,15.5304193200893,15.5918413820081,12.1622029648926,12.4696391872046,14.8592534153879,14.7032607684664,14.3396826191144,15.42726855763,14.4434530920976,13.9310390135012,15.8010762766977,14.813238274664,15.0181611339789,13.0682293621627,13.511382125049,13.647164096111,13.8283218676139,15.2512980587625,14.2582377434433,14.3474037941732,14.0757669747687
"P40937",15.4083115719523,14.221734805274,13.2647813640036,15.1842305691987,13.4230874120611,13.813266423671,15.6113749000797,12.978495455485,15.6608499270362,15.7428530886986,15.8371884110714,15.745123412814,14.6565825179727,14.3523655476176,13.4246034215225,17.2253059686822,13.4377666892743,13.823195279684,15.8149572222066,15.2571761750863,13.7616717209984,15.8561699851147,13.5018189766881,13.5238945001626,15.154080955783,14.4809716438465,13.6311442871579,15.0051165198076,14.7342929504184,16.3369061872983,15.9995034176197,15.5750220267955,14.4916870621436,15.7181141308528,13.8538993810263,13.3686002123415,14.5250504485419,15.6470878266581,14.6518726099689,13.7148260467849,15.2198749432543,14.469143646867,15.3956179262832,15.3231376386498,15.5428378215577,14.5592040776086,14.3677970320095
"P40938",12.5958921932916,13.042617952356,12.2015202808934,12.0787696394309,11.7594001575275,10.9336048135122,14.2513346319404,14.0601056305954,11.9194420167316,17.4177164537269,18.2157342632925,13.115137012245,14.8364187671058,15.0910297257565,15.1282220236013,14.664742812739,13.2698188938153,12.8253569175738,14.5936156866402,13.9802917817523,12.9351441039549,15.3608415833795,13.059639971798,15.0493385228897,14.3750611097639,14.2267822869945,15.2284324788183,14.8769050809918,14.9749670638918,14.8470603971662,14.5247000870439,15.0323888620052,15.4204414834668,15.4026561722394,12.454748450331,13.0963964596554,14.2629552805811,13.250406596596,15.3100035791581,13.2767053751053,13.0346739481065,14.0554236494126,14.1493368650361,14.7629602378672,15.212257285857,13.3228462327007,14.092738326134
"P40939",14.4347072393862,14.6202192668587,15.1106533618806,14.524811270249,15.2496966175616,14.3647473415274,14.3470338866826,14.9095877679042,15.1779645563556,14.8990085926462,13.585762636665,15.0855193872842,14.5761310646833,14.2307981083529,14.7774385117566,15.4050628548692,14.8047291385621,15.152806384979,14.2536737381421,13.7430688430626,15.3195165068097,13.6032799311245,13.7563658936004,14.0535204191479,14.7362211192247,15.0721433781913,13.5114964511028,15.0040121150121,14.7527533844394,14.6630325371226,14.0587630842537,12.7462888595848,15.1073486906826,15.1329429598939,14.5499952649478,14.3776770913032,15.159111729741,14.0734474691341,14.0962173092483,13.6407726005391,14.7603194922212,14.0082933173675,14.4457183008895,14.4346916869321,14.5080508422494,13.5370191104595,14.2664968944846
"P41214",15.5631368001466,13.5516917783007,15.8129206771044,13.9621620605839,16.3788026142441,12.9925136261754,15.4699815089849,14.0761652090724,16.0691089180641,15.8674130308397,11.0585206336061,12.6937528200094,15.6394844205008,13.5534492875592,15.1541987491032,12.2606025969682,13.8386544673387,16.342565514489,15.1307956143224,14.8957167234095,14.2837758361124,15.7736014358337,14.886007243775,10.6596111783102,16.5947621325306,13.5189792117494,12.9403108364343,14.1654749927949,14.3122695509832,14.5810078749542,15.4611806515298,13.9059398300902,15.0918141727704,14.7100971364815,14.0426553907051,14.1335508536008,14.9226139770654,16.0676028839385,14.2643622390069,15.0128482027935,13.2156532848608,13.9575682996602,15.1191236859787,14.8965960326309,14.3294896973556,14.0700243885824,13.8254717467511
"P41217",13.6368604066223,13.6848770022886,14.9006052876178,14.1067818003323,12.9962749426181,12.4597453258742,12.0913677240198,14.7162342020563,12.233115067467,14.8563975298363,17.3633015660847,17.1618763436884,12.2561929867916,12.7280860581806,17.1881972308786,15.2891914892868,11.9827800361148,15.6977188232603,16.3658859712918,16.8088435586372,13.1193629297563,17.4522324033313,11.9952657715751,14.3645222071306,14.4328307808595,14.6095460681527,17.0108220365317,14.6095460681527,16.7894003157545,14.3434334209677,16.7049760570869,14.7118999033507,15.7071072849853,13.4761970695392,15.00348709402,14.8623726761119,15.4617420492139,17.0967680478427,14.6287239268667,14.2609010145815,13.8635112970378,12.8963068347663,14.5231759059949,14.071751101618,14.9315673914168,13.184641964376,13.9585463820463
"P41218",14.4357823210787,14.9320868414912,14.6600511040455,13.9161027391731,14.8616614423208,14.811378703696,13.9459857175257,13.7122085856653,13.7739674919368,13.1685070843105,14.12156114882,14.032788143002,15.6895281668436,13.9402008349186,14.8685130746493,14.7110450028554,14.0013483932143,14.5642130843671,14.3794491637437,14.1031625173224,12.3911417755247,14.3469245925079,14.828848040389,13.8508213536591,15.223077245523,14.7773029206726,13.8921331893044,14.514864842909,15.1395549292441,14.7023489037779,14.1055195600125,14.1987441743984,14.2890843699117,13.8237568922539,13.8194659552065,13.7575832467753,15.5243642164735,14.3257882512703,14.45379331222,13.9064888939063,14.3755863719434,15.0319836271332,14.2203238963535,14.2605686565034,14.4045807717754,12.8557246860881,14.0554584455177
"P41219",16.2875863727053,14.6887371513014,14.1093782746017,12.0646929385663,13.1549544485919,10.4295301538576,15.9225714928854,18.0560506846743,15.6823669765309,17.5066812935782,15.4239263480529,12.2253162203406,12.0860445161265,15.2861461963523,15.599563207264,11.5202377463229,12.5285407464045,16.5920232105476,15.8433975197824,15.9282885039665,16.8432911902004,14.5157285272882,15.5089161954515,16.5421700645505,18.1576268136141,16.5492037097552,18.2640261387646,16.4414637783265,18.3535303494532,16.9443868243996,13.2870464538179,14.4803946680201,16.161636065001,15.899501398007,15.3067749327333,15.7235634922784,14.4690219921723,17.0430681464354,16.1424611074173,15.316434386177,15.2475617629774,15.7131630399974,13.187461665217,15.3910409104254,16.2811417349544,11.2123529829233,14.1153085736805
"P41222",16.1444375611545,10.0108558988683,15.4274119235998,15.3126028817099,14.7476463886086,16.0310820423129,16.8255896484996,14.3460234241116,14.62591931949,14.1036997748006,13.2076356268229,14.7939182407402,9.70435583868348,14.4512630658277,9.32797348544555,10.9648626240972,15.6402380555311,8.70026606109986,14.8430793905198,14.4835961665867,14.9722980703655,15.9972122998642,16.1505871593811,13.4242206446284,15.6201698243412,11.2323784857353,15.4084437051418,14.6339094776023,15.0739473506468,14.9154186715173,15.1213795840574,14.8733458190461,14.511301309258,15.5624940801451,13.1249893684906,10.375743811279,14.0529203364234,16.8349267236358,13.2467958068647,15.9897451313607,13.6515481632168,14.4558056228709,14.2602764171898,14.7616994009658,14.0483169005587,12.1065360290365,14.3025051113468
"P41226",16.084915854474,16.2067209852179,17.2798747934491,14.0459587528833,15.6215395677536,16.4735567594077,15.4685490618716,16.0940853946796,16.2936327960813,16.4263326182766,17.3651480655957,13.8764532032732,16.0293592912171,12.6942827632538,14.2935159438881,15.4888504626332,15.6090045980599,13.9801657947882,17.1757188455779,14.5312880006057,16.7515666510794,14.8432785945574,16.0904901500566,13.5701954168675,11.8690591103953,15.2641232995113,15.2573012450294,15.2211631111878,16.0194158827257,13.2838212623591,16.9088274453269,14.9080048391905,16.6208588377377,16.2508349945135,13.2528013579813,15.1262407296337,15.2510080782948,15.4970178292576,15.3601019642268,11.6696729590267,15.5397863696678,16.261712851181,16.5290048773693,14.7883529731869,16.258979157896,15.0033775759638,15.8444174537158
"P41240",14.3635763712699,14.3063785980119,15.2185050241214,13.0335113579858,13.9318363746688,14.7243562204306,12.9523681117647,15.5354432520288,11.1939476907868,15.3564640087297,16.0208017431527,13.6039867618255,9.59596961523958,11.1374518081711,13.0157482032977,14.7124331562164,13.9702879421281,14.3437389309303,11.8632055836771,11.6452423794762,12.2972441776045,13.1401797342378,13.1566855464761,12.9662513871157,11.9774885426559,8.48497293545595,13.3828996473053,13.0624432116249,12.1256229147946,12.6557213636946,13.0678391027449,9.04770114439739,12.0480272634221,13.6893027796557,14.0636886641401,13.153136999856,13.806590266707,14.2244046082034,12.7400173420011,14.2187049175444,13.06687229662,12.5787615519765,12.2563698926816,12.2965169281803,14.2559674654859,12.1063179267771,12.918731650328
"P41250",13.1356457186187,13.4050309491983,14.6014937714261,12.5161787449538,14.8226278367194,14.6945030992812,14.2638272403217,13.3765174731494,13.8982396952453,14.3020051666546,15.2683653829405,13.9920490484125,14.5524025067378,14.0608271085166,14.245752492562,14.6428424623534,13.6471882600321,14.186386295261,11.0843339587928,12.9726133985661,14.7337110279541,12.3928781677437,15.4600588760649,13.6920731080606,13.1192588386963,14.0219690457816,12.8368119685236,14.2848609109469,12.4622174976802,11.8927778693853,12.4785787059737,13.9961588938685,14.132940031737,13.0306933746378,13.8552481183481,14.1583159262725,13.4778776643009,13.6016251389879,13.9874500039936,13.2577005560558,14.3467744279449,12.843463286833,13.7467998062841,14.6680068049604,14.6536716920761,13.8965366473684,12.8706066861869
