"","HB1","HB4","HB9","HB10","HB12","HB13","HB16","HB17","HB19","HB20","HB23","HB25","HB26","HB28","HB29","HB31","HB34","HB35","HB39","HB41","HB44","HB51","HB59","HB61","HB63","HB67","HB71","HB75","HB77","HB79"
"hsa_miR_20a_5p",8.76209996526888,9.05210810070803,9.35040894079108,5.61356877584079,5.61356877584079,8.91191942164153,8.62218690457107,9.40211163524749,9.25750399077554,9.56695042160705,9.16808778780304,5.61356877584079,8.84021329391967,9.3623430017194,5.61356877584079,9.22264032268197,9.07359290238117,9.4777611848362,8.8891149719164,5.61356877584079,5.61356877584079,8.99023348013602,5.61356877584079,9.54893224886933,8.24131023718295,8.66972180107066,8.61211494650228,8.60602341886777,8.8907915124798,5.61356877584079
"hsa_miR_21_5p",10.0878844393837,10.279835610798,10.8239825139185,11.3326617753156,10.364743859514,10.4868715814252,10.334691631469,10.5888890966615,11.4879500233266,10.1533118603305,11.1916280841834,10.7402357767413,11.7581397752098,12.2715745556704,10.8993803466548,10.5616346502281,11.7182741415735,11.2210454193103,11.8739323504233,10.8664611896072,11.3476937372691,11.0478359312607,12.4232973033109,12.2558868949168,12.4367329936474,11.7390035339971,10.8981723009612,10.688732663001,11.9228914740686,12.4752789690301
"hsa_miR_22_3p",8.06909757484263,8.22488549652501,8.25393908476277,4.79869408745321,4.79869408745321,8.06311722422596,8.18569176925356,7.64769863841253,8.34086019700304,8.40594324002043,8.18800144934977,8.40273853171495,8.17466369421352,8.29935864117738,4.79869408745321,8.6117669508931,4.79869408745321,8.38817797524907,4.79869408745321,8.45685497831264,4.79869408745321,8.16323306989424,4.79869408745321,4.79869408745321,6.601720018967,8.59492963911119,6.94104533477641,7.97618252959948,9.01073900370996,4.79869408745321
"hsa_miR_223_5p",5.21082302714978,5.21082302714978,7.79931501442821,5.21082302714978,9.71017877775985,7.49722798969871,5.21082302714978,7.81866272346693,7.55697553588308,5.21082302714978,5.21082302714978,5.21082302714978,9.07579239279594,8.46240364960687,8.67351609446123,9.06766737133677,5.21082302714978,7.78191359442359,5.21082302714978,5.21082302714978,10.3494087456435,5.21082302714978,8.9473262459594,8.3843943351338,8.24690568360053,8.45171849732387,7.91823320879982,7.22797173531406,8.60418383362937,5.21082302714978
"hsa_miR_23b_3p",9.15952614698631,9.48653493118188,7.84687204264881,5.20503652586027,5.20503652586027,7.16358601522936,8.14253992723587,8.46176848906949,9.33756342895387,9.0043679040651,9.54386609423569,10.3266247552426,9.01464452605863,9.4389639386395,9.75165935236533,9.25048131250091,9.50392232859265,5.20503652586027,5.20503652586027,9.18512169324,5.20503652586027,9.07930973459861,5.20503652586027,8.79013270462239,8.24138465663922,9.42050399842594,7.15517888575391,7.9135394670206,11.5095245573659,9.98778014463229
"hsa_miR_25_3p",9.89638509166283,9.76964757802571,11.0372930552968,9.40275455947921,9.96461851527135,10.1548761626824,10.4552737724078,10.6200110323411,11.1518932386052,11.0122652439381,10.6182171135609,10.5061994562634,10.529229401256,10.3016600053193,10.7226177060834,11.556413964833,10.8573700078946,10.9853090140777,9.53720646039821,10.5818144115506,10.3289106666367,10.9347987081101,11.2155760361059,10.8123855821776,10.6243056789474,11.3896068902731,9.79486753592339,10.5605888508042,10.88515145345,10.4799447373923
"hsa_miR_26b_5p",13.3017937783159,13.5094223186265,13.4680258373913,13.5657233044971,13.5379578768997,12.722306359211,13.060783705795,13.3888048370495,13.5359173427514,13.7971690259326,13.5175657740463,13.304231499305,13.9068683103292,13.8729435387744,13.5205302795259,13.7527387335023,13.2658381075026,13.4530123820234,13.1085349271514,13.0333155217139,13.469691799822,13.1783204248625,13.5856280215344,13.1979841399263,13.0167682705465,13.7731521221042,12.7764698068367,12.6800220081607,13.6226363403478,13.5850118109261
"hsa_miR_27a_3p",7.8034304090352,8.39703398067541,7.161521598885,4.76883042488897,9.63176492217685,6.60923846645578,4.76883042488897,7.49908980009922,7.6475015151441,7.61485858640864,4.76883042488897,8.58537343333266,7.87079997013162,8.60568981637501,8.70693012272234,8.301521904504,4.76883042488897,7.37299343260583,8.56253671738708,4.76883042488897,9.21461607318285,8.2294582785428,4.76883042488897,4.76883042488897,7.58372720202329,9.02071256719593,7.23266822439155,6.81113285037373,8.57200202253085,9.1915592146978
"hsa_miR_27b_3p",8.37332639060512,8.6284665057998,7.99426914979484,8.45515811595814,8.61382510113018,5.94694176489189,8.33099011556246,7.35219025597282,7.6501066499292,7.88171697571384,9.07217142523158,8.8829667177726,8.46627333414299,9.21835259510424,8.51421063850075,8.73784408767916,7.85715260772979,7.47988038447639,9.02761072534068,10.0550341320606,10.1216147126997,8.54746663172777,8.66200955386278,9.21834995458425,7.72076884346864,8.71752857010005,7.37203176210851,6.87153132568826,9.94385631813528,9.20492519233613
"hsa_miR_29c_3p",7.74707178394622,7.92310666375375,7.27862310485596,8.00603751234299,7.90196295516152,7.0455056401422,8.03263287883253,7.50717206796965,7.5750636100936,7.78912917224257,7.50456067739912,4.10917016126119,8.19575931427315,8.30155658718499,8.54484796150107,7.34897475932871,8.26282527796137,7.9565314683633,8.09228112508804,7.64097053881503,4.10917016126119,7.43582131440011,8.71366349380618,7.66559339224989,7.56182589402196,8.12405043828576,7.67282115875731,7.27763622237117,8.06882997974661,8.62251918685608
"hsa_miR_30e_5p",10.2286266179247,11.0535179974668,11.1443026302208,11.1723035878793,11.0326361628525,10.6143993821511,10.3138879255484,10.2479003064488,11.2985832159618,11.1778831080867,11.079088735687,11.0398687422205,10.8336656384802,11.0009841867979,11.0575265709261,10.7775461219889,10.577383148167,10.7960006942739,10.3744129287192,10.729489379909,10.4628710898765,10.5935807087424,10.64255735687,10.6899982481991,9.79313519172582,11.238483678725,9.59505194485004,10.3620000579316,11.3677754619491,11.0790621600949
"hsa_miR_320a",11.4931238709012,11.8287221403931,11.6472854455162,12.2563025639211,11.7493328148888,12.1401732836775,12.0899536149025,12.0770961244658,12.4386273613641,11.9286867445021,12.7928887896875,12.7019262454836,12.6301996690829,12.2894935199488,13.6334336880645,13.3677467863022,12.5303981817255,11.7689443185342,12.9622162481368,12.7822677850762,13.2606581911059,11.9941285637851,12.5172165798853,11.9439083378521,12.0071877751012,12.5694044167939,11.4047450670283,12.7444424311276,12.6477848309192,12.3688109201468
"hsa_miR_320b",9.19364702652112,10.0928668400979,9.01318678339819,6.74407869657591,6.74407869657591,9.211709539135,9.67632865244077,6.74407869657591,9.74093558453872,9.5187649943631,9.50592863736164,10.8162632304607,9.71538420117778,9.63722230656559,10.5072754541763,10.4416219915733,10.3828325382512,8.90722106688986,10.4637834627657,10.22061486237,10.9342567694637,9.64300721026521,10.5644300557857,9.93394842278939,9.67997781266105,9.4661572722598,8.4190456376372,9.76380741138345,11.2062679913552,6.74407869657591
"hsa_miR_320c",8.5107698032939,9.67709663038424,8.53301396212711,10.3158798924995,9.3371463867093,8.21323903000455,8.29262807109646,5.55881258520975,8.67359214168112,8.07811072431757,9.15403853343383,9.97417386596398,9.542811168903,8.90074758955401,10.8899723542792,9.58267330472031,9.05846147704453,8.13910003045007,9.73814641337663,9.8534398984692,11.2058934444609,8.97414740898746,9.63944128389367,9.66608396831514,9.28698609004294,9.14547102317106,8.27590726470006,8.11259382671783,9.92271108111736,5.55881258520975
"hsa_miR_328_3p",6.68815780847096,4.63141303004092,6.96832164326084,4.63141303004092,4.63141303004092,6.65701850920094,7.41203640638609,7.45760929621751,7.0177254727644,6.81006132364373,7.67553768936944,4.63141303004092,7.45371858149353,7.86227446125604,7.89595281766649,4.63141303004092,7.55640944286931,6.53990602287376,4.63141303004092,4.63141303004092,8.21176266654236,7.66391305604247,4.63141303004092,7.81683165191482,6.81801138896422,4.63141303004092,6.45264374258217,7.16656384071727,8.20400254127435,9.21579760362939
"hsa_miR_3615",6.98296468987892,7.48734669571535,7.54021922684677,4.39422166715432,7.40212140958336,7.26945324915664,8.1511985188699,7.33570998038965,6.92225165214779,7.24469406084411,7.50316079495761,7.73874191043195,7.70004058446188,7.88753177224263,8.20332563878158,8.96328053847869,7.95465297763864,7.94270076913647,4.39422166715432,7.40952746273561,4.39422166715432,4.39422166715432,7.74032717521597,7.50521859059153,7.22378507689783,7.80729428516161,6.70462172414484,7.31270417646057,7.41255739871596,8.54448708310927
"hsa_miR_378a_3p",7.79004658562323,3.98320071172249,7.57451873094571,3.98320071172249,8.00494347241053,6.39591908890468,6.82790505699621,7.43172178042124,8.11606777967238,7.36878176147111,7.28001531148924,7.66687167388817,7.54914198668483,7.74709668626333,8.62362121443024,9.27692551617226,8.02751023857258,7.91926440120237,8.68156606670443,8.13917683243387,9.07775988705387,7.32489436595224,8.12384696402862,7.72673218976824,8.0418096569077,8.13636923488996,6.5000337517772,7.69990242546508,7.85090340206439,8.3946972654751
"hsa_miR_423_3p",7.46160275695184,8.21112944630117,7.69504784118266,8.33615000007892,8.20126685306587,6.84959487525228,7.72592685125964,7.62024227611246,7.77916037967992,7.55014050383942,8.05504650169945,8.50206876568026,8.14543564121285,8.76638681462267,8.70634993947422,7.6820937389649,7.5942656088532,7.62961318178844,7.525738222471,7.6976344818934,8.62124151244565,7.09565376168308,4.07440037601572,4.07440037601572,7.21555975848024,8.12872553557668,7.22462614145613,7.67338724936536,8.37335903799884,8.89805511042227
"hsa_miR_423_5p",13.38475070156,14.3664767144792,13.7708288558503,14.7647827279335,15.3479777564168,14.2001280663455,14.2439686757602,14.1780032472179,14.161787217298,13.7558898102103,14.3305676695305,14.0911230566919,14.1959779499855,13.9947459914051,14.6723377170324,14.8219146225384,14.7256450703187,14.0668824161915,14.7042139111309,14.8657709376228,14.7940780435471,14.0534026935476,15.1750977307785,14.4636971123942,14.5451098351852,14.5444339048239,14.4744475131357,15.1133718255034,14.1996721734441,14.277322161948
"hsa_miR_432_5p",5.83278786797842,9.47625581433753,5.83278786797842,10.0749192189049,9.70876405992298,9.02379491274389,5.83278786797842,9.31360316292047,5.83278786797842,8.38284627233769,5.83278786797842,5.83278786797842,9.76662768437033,9.52524596466281,5.83278786797842,9.28985337156907,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,8.61382690476181,9.83182854407931,9.1483648180676,5.83278786797842,9.85022969803569,5.83278786797842
